adipocyte	0	p
adipocyte	1	f
adipocyte	2	f
adipocyte	3	f
adipocyte	4	f
adipocyte	5	f
adipocyte	6	f
adipocyte	7	f
adipocyte	8	f
adipocyte	9	f
adipocyte	10	f
adipocyte	11	f
cardiomyocyte	0	p
cardiomyocyte	1	p
cardiomyocyte	2	p
cardiomyocyte	3	p
cardiomyocyte	4	p
cardiomyocyte	5	p
cardiomyocyte	6	p
cardiomyocyte	7	p
cardiomyocyte	8	f
cardiomyocyte	9	f
cardiomyocyte	10	p
cardiomyocyte	11	p
cardiomyocyte	12	p
endocardial	0	p
endocardial	1	p
endocardial	2	f
endocardial	3	f
endocardial	4	f
endocardial	5	f
endocardial	6	f
endocardial	7	f
endocardial	8	f
endocardial	9	f
endocardial	10	f
endocardial	11	f
endocardial	12	p
endocardial	13	p
endocardial	14	f
endocardial	15	f
endothelial_cell	0	p
endothelial_cell	1	p
endothelial_cell	2	p
endothelial_cell	3	f
endothelial_cell	4	f
endothelial_cell	5	p
endothelial_cell	6	f
endothelial_cell	7	p
endothelial_cell	8	f
endothelial_cell	9	p
endothelial_cell	10	p
endothelial_cell	11	f
endothelial_cell	12	p
endothelial_cell	13	f
endothelial_cell	14	p
endothelial_cell	15	p
endothelial_cell	16	p
fibroblast	0	p
fibroblast	1	p
fibroblast	2	p
fibroblast	3	p
fibroblast	4	f
fibroblast	5	f
fibroblast	6	f
fibroblast	7	f
fibroblast	8	f
fibroblast	9	f
fibroblast	10	f
fibroblast	11	f
lymphocyte	0	p
lymphocyte	1	f
lymphocyte	2	f
lymphocyte	3	f
lymphocyte	4	f
lymphocyte	5	f
lymphocyte	6	p
lymphocyte	7	f
lymphocyte	8	f
lymphocyte	9	f
lymphocyte	10	f
lymphocyte	11	p
lymphocyte	12	p
lymphocyte	13	f
lymphocyte	14	f
lymphocyte	15	p
lymphocyte	16	f
lymphocyte	17	f
lymphocyte	18	f
macrophage	0	p
macrophage	1	f
macrophage	2	f
macrophage	3	p
macrophage	4	p
macrophage	5	f
macrophage	6	f
macrophage	7	f
macrophage	8	p
macrophage	9	p
macrophage	10	f
macrophage	11	f
macrophage	12	f
macrophage	13	p
macrophage	14	p
macrophage	15	p
macrophage	16	f
macrophage	17	p
mast_cell	0	p
mast_cell	1	f
mast_cell	2	f
mast_cell	3	f
mast_cell	4	f
mast_cell	5	f
mast_cell	6	f
mast_cell	7	f
mesothelial_cell	0	p
mesothelial_cell	1	p
mesothelial_cell	2	f
mesothelial_cell	3	f
mesothelial_cell	4	f
mesothelial_cell	5	p
mesothelial_cell	6	p
mesothelial_cell	7	f
mesothelial_cell	8	f
mesothelial_cell	9	f
mesothelial_cell	10	f
mesothelial_cell	11	f
neuronal	0	p
neuronal	1	p
neuronal	2	p
neuronal	3	f
neuronal	4	f
neuronal	5	p
neuronal	6	f
neuronal	7	f
neuronal	8	f
neuronal	9	f
neuronal	10	f
neuronal	11	f
neuronal	12	f
neuronal	13	f
pericyte	0	p
pericyte	1	f
pericyte	2	f
pericyte	3	p
pericyte	4	f
pericyte	5	f
pericyte	6	f
pericyte	7	f
pericyte	8	f
pericyte	9	p
pericyte	10	p
pericyte	11	f
pericyte	12	p
pericyte	13	p
pericyte	14	p
smooth_muscle_cell	0	p
smooth_muscle_cell	1	f
smooth_muscle_cell	2	p
smooth_muscle_cell	3	f
smooth_muscle_cell	4	f
smooth_muscle_cell	5	p
smooth_muscle_cell	6	p
smooth_muscle_cell	7	p
smooth_muscle_cell	8	f
smooth_muscle_cell	9	p
smooth_muscle_cell	10	f
smooth_muscle_cell	11	p
smooth_muscle_cell	12	f
smooth_muscle_cell	13	f
smooth_muscle_cell	14	f